"취업일자","연령","장애유형","중증여부","근무지역","취업직종대분류","연령대","장애유형_중증여부","월","근무지역분류"
"2020-01-01",38,"지체장애","중증","충남 금산군","경영·행정·사무직",3,"지체장애-중증","01","충남"
"2020-01-01",63,"청각장애","경증","대전 중구","경영·행정·사무직",6,"청각장애-경증","01","대전"
"2020-03-02",33,"정신장애","중증","세종특별자치시","경영·행정·사무직",3,"정신장애-중증","03","세종"
"2020-09-01",28,"지적장애","중증","세종특별자치시","경영·행정·사무직",2,"지적장애-중증","09","세종"
"2020-08-03",22,"지적장애","중증","서울 서초구","음식 서비스직",2,"지적장애-중증","08","서울"
"2020-05-01",26,"지적장애","중증","서울 서초구","청소 및 기타 개인서비스직",2,"지적장애-중증","05","서울"
"2020-05-01",21,"지적장애","중증","서울 서초구","청소 및 기타 개인서비스직",2,"지적장애-중증","05","서울"
"2020-05-01",25,"지적장애","중증","서울 서초구","청소 및 기타 개인서비스직",2,"지적장애-중증","05","서울"
"2020-06-01",29,"지적장애","중증","서울 서초구","청소 및 기타 개인서비스직",2,"지적장애-중증","06","서울"
"2020-09-01",32,"지적장애","중증","서울 서초구","청소 및 기타 개인서비스직",3,"지적장애-중증","09","서울"
"2020-01-15",38,"지체장애","경증","경기 화성시(화성)","기계 설치·정비·생산직",3,"지체장애-경증","01","경기"
"2020-05-25",27,"지체장애","중증","충북 진천군","경영·행정·사무직",2,"지체장애-중증","05","충북"
"2020-01-01",48,"지체장애","중증","대전 대덕구","경영·행정·사무직",4,"지체장애-중증","01","대전"
"2020-01-01",59,"지체장애","경증","대전 대덕구","경영·행정·사무직",5,"지체장애-경증","01","대전"
"2020-01-01",32,"지적장애","중증","대전 대덕구","경영·행정·사무직",3,"지적장애-중증","01","대전"
"2020-01-01",30,"지적장애","중증","대전 대덕구","경영·행정·사무직",3,"지적장애-중증","01","대전"
"2020-01-01",45,"정신장애","중증","대전 대덕구","경영·행정·사무직",4,"정신장애-중증","01","대전"
"2020-01-01",62,"지체장애","중증","대전 대덕구","경영·행정·사무직",6,"지체장애-중증","01","대전"
"2020-01-01",29,"지적장애","중증","대전 대덕구","경영·행정·사무직",2,"지적장애-중증","01","대전"
"2020-01-01",58,"지체장애","중증","대전 대덕구","경영·행정·사무직",5,"지체장애-중증","01","대전"
"2020-01-23",62,"지체장애","경증","대전 대덕구","경영·행정·사무직",6,"지체장애-경증","01","대전"
"2020-03-09",72,"청각장애","경증","대전 대덕구","경영·행정·사무직",7,"청각장애-경증","03","대전"
"2020-02-10",69,"시각장애","경증","대전 대덕구","경영·행정·사무직",6,"시각장애-경증","02","대전"
"2020-01-01",28,"지적장애","중증","대전 대덕구","경영·행정·사무직",2,"지적장애-중증","01","대전"
"2020-01-01",60,"지체장애","경증","대전 대덕구","경영·행정·사무직",6,"지체장애-경증","01","대전"
"2020-01-01",33,"지적장애","중증","대전 대덕구","경영·행정·사무직",3,"지적장애-중증","01","대전"
"2020-01-01",60,"지체장애","중증","대전 대덕구","경영·행정·사무직",6,"지체장애-중증","01","대전"
"2020-01-01",47,"지체장애","경증","대전 대덕구","경영·행정·사무직",4,"지체장애-경증","01","대전"
"2020-01-01",63,"지체장애","경증","대전 대덕구","청소 및 기타 개인서비스직",6,"지체장애-경증","01","대전"
"2020-01-01",45,"지체장애","중증","대전 대덕구","경영·행정·사무직",4,"지체장애-중증","01","대전"
"2020-01-01",30,"지체장애","중증","대전 대덕구","경영·행정·사무직",3,"지체장애-중증","01","대전"
"2020-01-01",61,"지체장애","경증","대전 대덕구","경영·행정·사무직",6,"지체장애-경증","01","대전"
"2020-01-01",39,"지체장애","경증","대전 대덕구","경영·행정·사무직",3,"지체장애-경증","01","대전"
"2020-01-01",59,"청각장애","중증","대전 대덕구","경영·행정·사무직",5,"청각장애-중증","01","대전"
"2020-01-01",59,"지체장애","경증","대전 대덕구","경영·행정·사무직",5,"지체장애-경증","01","대전"
"2020-01-01",63,"지체장애","경증","대전 대덕구","경영·행정·사무직",6,"지체장애-경증","01","대전"
"2020-01-01",47,"지체장애","경증","대전 대덕구","경영·행정·사무직",4,"지체장애-경증","01","대전"
"2020-01-01",56,"지체장애","경증","대전 대덕구","경영·행정·사무직",5,"지체장애-경증","01","대전"
"2020-04-13",36,"지적장애","중증","충북 청주시 상당구","영업·판매직",3,"지적장애-중증","04","충북"
"2020-08-18",47,"정신장애","중증","충북 청주시 상당구","영업·판매직",4,"정신장애-중증","08","충북"
"2020-04-28",44,"지적장애","중증","강원 춘천시","영업·판매직",4,"지적장애-중증","04","강원"
"2020-02-04",25,"청각장애","경증","강원 춘천시","보건·의료직",2,"청각장애-경증","02","강원"
"2020-02-04",30,"지체장애","경증","강원 춘천시","보건·의료직",3,"지체장애-경증","02","강원"
"2020-05-01",53,"지체장애","중증","강원 춘천시","청소 및 기타 개인서비스직",5,"지체장애-중증","05","강원"
"2020-02-04",40,"지체장애","경증","강원 춘천시","보건·의료직",4,"지체장애-경증","02","강원"
"2020-02-04",55,"청각장애","경증","강원 춘천시","보건·의료직",5,"청각장애-경증","02","강원"
"2020-02-07",64,"지체장애","경증","강원 춘천시","청소 및 기타 개인서비스직",6,"지체장애-경증","02","강원"
"2020-06-14",62,"지체장애","경증","강원 춘천시","청소 및 기타 개인서비스직",6,"지체장애-경증","06","강원"
"2020-01-01",41,"지체장애","중증","강원 춘천시","경영·행정·사무직",4,"지체장애-중증","01","강원"
"2020-01-01",24,"지적장애","중증","강원 춘천시","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",28,"지적장애","중증","강원 춘천시","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",51,"정신장애","중증","강원 춘천시","경영·행정·사무직",5,"정신장애-중증","01","강원"
"2020-01-01",64,"지체장애","중증","강원 춘천시","경영·행정·사무직",6,"지체장애-중증","01","강원"
"2020-01-01",25,"정신장애","중증","강원 춘천시","경영·행정·사무직",2,"정신장애-중증","01","강원"
"2020-01-01",44,"지체장애","경증","강원 춘천시","경영·행정·사무직",4,"지체장애-경증","01","강원"
"2020-01-01",46,"정신장애","중증","강원 춘천시","경영·행정·사무직",4,"정신장애-중증","01","강원"
"2020-01-01",31,"지적장애","중증","강원 춘천시","경영·행정·사무직",3,"지적장애-중증","01","강원"
"2020-01-01",50,"지체장애","중증","강원 춘천시","경영·행정·사무직",5,"지체장애-중증","01","강원"
"2020-01-01",62,"지체장애","중증","강원 춘천시","경영·행정·사무직",6,"지체장애-중증","01","강원"
"2020-01-01",44,"지적장애","중증","강원 춘천시","경영·행정·사무직",4,"지적장애-중증","01","강원"
"2020-01-01",45,"정신장애","중증","강원 춘천시","경영·행정·사무직",4,"정신장애-중증","01","강원"
"2020-01-01",54,"정신장애","중증","강원 춘천시","경영·행정·사무직",5,"정신장애-중증","01","강원"
"2020-01-01",22,"지적장애","중증","충북 청주시 흥덕구","제조 단순직",2,"지적장애-중증","01","충북"
"2020-05-01",21,"지적장애","중증","경기 성남시 분당구","청소 및 기타 개인서비스직",2,"지적장애-중증","05","경기"
"2020-04-10",21,"지적장애","중증","경기 성남시 분당구","청소 및 기타 개인서비스직",2,"지적장애-중증","04","경기"
"2020-06-08",21,"지적장애","중증","경기 성남시 분당구","청소 및 기타 개인서비스직",2,"지적장애-중증","06","경기"
"2020-01-01",24,"지적장애","중증","충남 청양군","돌봄 서비스직(간병·육아)",2,"지적장애-중증","01","충남"
"2020-01-01",32,"지적장애","중증","충남 청양군","경영·행정·사무직",3,"지적장애-중증","01","충남"
"2020-01-01",21,"지적장애","중증","충남 청양군","돌봄 서비스직(간병·육아)",2,"지적장애-중증","01","충남"
"2020-01-01",49,"지체장애","중증","충남 청양군","경영·행정·사무직",4,"지체장애-중증","01","충남"
"2020-01-01",27,"지체장애","중증","충남 청양군","돌봄 서비스직(간병·육아)",2,"지체장애-중증","01","충남"
"2020-01-01",52,"지체장애","중증","충남 청양군","경영·행정·사무직",5,"지체장애-중증","01","충남"
"2020-01-01",59,"지체장애","중증","충남 청양군","경영·행정·사무직",5,"지체장애-중증","01","충남"
"2020-01-01",21,"지적장애","중증","세종특별자치시","경영·행정·사무직",2,"지적장애-중증","01","세종"
"2020-08-10",23,"지적장애","중증","세종특별자치시","제조 단순직",2,"지적장애-중증","08","세종"
"2020-09-01",21,"지적장애","중증","세종특별자치시","음식 서비스직",2,"지적장애-중증","09","세종"
"2020-09-01",26,"지적장애","중증","세종특별자치시","음식 서비스직",2,"지적장애-중증","09","세종"
"2020-01-16",39,"청각장애","경증","전남 나주시","제조 단순직",3,"청각장애-경증","01","전남"
"2020-01-16",48,"지체장애","경증","전남 나주시","제조 단순직",4,"지체장애-경증","01","전남"
"2020-02-24",38,"청각장애","경증","경북 안동시","청소 및 기타 개인서비스직",3,"청각장애-경증","02","경북"
"2020-08-03",57,"지체장애","경증","서울 중랑구","청소 및 기타 개인서비스직",5,"지체장애-경증","08","서울"
"2020-07-22",63,"지체장애","경증","경북 포항시 남구","청소 및 기타 개인서비스직",6,"지체장애-경증","07","경북"
"2020-07-06",63,"청각장애","중증","강원 삼척시","경영·행정·사무직",6,"청각장애-중증","07","강원"
"2020-01-01",20,"지적장애","중증","강원 삼척시","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",26,"지적장애","중증","강원 삼척시","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",22,"지적장애","중증","강원 삼척시","음식 서비스직",2,"지적장애-중증","01","강원"
"2020-01-01",39,"지적장애","중증","강원 삼척시","경영·행정·사무직",3,"지적장애-중증","01","강원"
"2020-01-01",31,"지적장애","중증","강원 삼척시","경영·행정·사무직",3,"지적장애-중증","01","강원"
"2020-06-01",69,"지체장애","중증","강원 삼척시","경영·행정·사무직",6,"지체장애-중증","06","강원"
"2020-02-01",45,"청각장애","중증","강원 인제군","경영·행정·사무직",4,"청각장애-중증","02","강원"
"2020-02-01",32,"지적장애","중증","강원 인제군","경영·행정·사무직",3,"지적장애-중증","02","강원"
"2020-02-10",63,"지체장애","중증","강원 인제군","경영·행정·사무직",6,"지체장애-중증","02","강원"
"2020-08-11",35,"지체장애","경증","충북 청주시","제조 단순직",3,"지체장애-경증","08","충북"
"2020-01-01",30,"정신장애","중증","충남 논산시","경영·행정·사무직",3,"정신장애-중증","01","충남"
"2020-01-01",20,"지적장애","중증","충남 논산시","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-02",23,"지적장애","중증","충남 논산시","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",30,"지적장애","중증","충남 논산시","경영·행정·사무직",3,"지적장애-중증","01","충남"
"2020-01-01",46,"청각장애","중증","충남 부여군","경영·행정·사무직",4,"청각장애-중증","01","충남"
"2020-12-01",26,"청각장애","경증","서울 강남구","음식 서비스직",2,"청각장애-경증","12","서울"
"2020-12-21",32,"시각장애","중증","서울 강남구","보건·의료직",3,"시각장애-중증","12","서울"
"2020-01-13",61,"시각장애","경증","충북 청주시 흥덕구","청소 및 기타 개인서비스직",6,"시각장애-경증","01","충북"
"2020-09-01",47,"지체장애","경증","충북 청주시 흥덕구","청소 및 기타 개인서비스직",4,"지체장애-경증","09","충북"
"2020-08-24",22,"지적장애","중증","충북 청주시 흥덕구","보건·의료직",2,"지적장애-중증","08","충북"
"2020-08-24",20,"지적장애","중증","충북 청주시 흥덕구","보건·의료직",2,"지적장애-중증","08","충북"
"2020-04-26",53,"정신장애","중증","충북 청주시","보건·의료직",5,"정신장애-중증","04","충북"
"2020-01-01",64,"청각장애","경증","충북 진천군","경영·행정·사무직",6,"청각장애-경증","01","충북"
"2020-01-01",22,"지적장애","중증","충북 진천군","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",23,"지적장애","중증","충북 진천군","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",20,"지적장애","중증","충북 진천군","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",62,"지체장애","중증","충북 진천군","경영·행정·사무직",6,"지체장애-중증","01","충북"
"2020-01-01",37,"지체장애","중증","충북 진천군","경영·행정·사무직",3,"지체장애-중증","01","충북"
"2020-01-01",47,"정신장애","중증","충북 진천군","돌봄 서비스직(간병·육아)",4,"정신장애-중증","01","충북"
"2020-01-01",31,"지체장애","중증","충북 진천군","경영·행정·사무직",3,"지체장애-중증","01","충북"
"2020-01-01",22,"지적장애","중증","충북 진천군","돌봄 서비스직(간병·육아)",2,"지적장애-중증","01","충북"
"2020-01-01",38,"시각장애","중증","충북 진천군","경영·행정·사무직",3,"시각장애-중증","01","충북"
"2020-01-01",39,"지적장애","중증","충북 진천군","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-01-01",23,"지적장애","중증","충북 진천군","돌봄 서비스직(간병·육아)",2,"지적장애-중증","01","충북"
"2020-01-01",31,"지적장애","중증","충북 진천군","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-01-01",38,"지체장애","중증","충북 진천군","경영·행정·사무직",3,"지체장애-중증","01","충북"
"2020-01-01",20,"지적장애","중증","충북 진천군","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",22,"지적장애","중증","충북 진천군","돌봄 서비스직(간병·육아)",2,"지적장애-중증","01","충북"
"2020-01-01",43,"지체장애","중증","충북 진천군","경영·행정·사무직",4,"지체장애-중증","01","충북"
"2020-01-01",55,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",37,"지적장애","중증","충북 청주시 상당구","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-01-01",52,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",21,"지적장애","중증","충북 청주시 흥덕구","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",58,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",62,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",22,"지적장애","중증","충북 청주시 서원구","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",46,"지체장애","경증","충북 청주시 청원구","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-01-01",25,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",2,"지체장애-경증","01","충북"
"2020-01-01",55,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",35,"시각장애","경증","충북 청주시 청원구","경영·행정·사무직",3,"시각장애-경증","01","충북"
"2020-01-01",45,"시각장애","경증","충북 청주시 서원구","경영·행정·사무직",4,"시각장애-경증","01","충북"
"2020-01-01",25,"지적장애","중증","충북 청주시 흥덕구","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",62,"지체장애","경증","충북 청주시 상당구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",47,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-01-06",28,"지적장애","중증","충북 청주시","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-02-01",23,"지적장애","중증","충북 청주시 흥덕구","경영·행정·사무직",2,"지적장애-중증","02","충북"
"2020-01-13",54,"지체장애","중증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-중증","01","충북"
"2020-01-13",46,"지체장애","경증","충북 청주시","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-12-15",24,"지적장애","중증","충북 청주시","관리직(임원·부서장)",2,"지적장애-중증","12","충북"
"2020-08-03",30,"정신장애","중증","충북 청주시","경영·행정·사무직",3,"정신장애-중증","08","충북"
"2020-09-01",56,"정신장애","중증","충북 청주시","경영·행정·사무직",5,"정신장애-중증","09","충북"
"2020-01-01",47,"청각장애","경증","충북 청주시 상당구","경영·행정·사무직",4,"청각장애-경증","01","충북"
"2020-01-01",51,"지체장애","경증","충북 청주시 상당구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",27,"지적장애","중증","충북 청주시 흥덕구","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",27,"지체장애","경증","충북 청주시 청원구","경영·행정·사무직",2,"지체장애-경증","01","충북"
"2020-01-01",50,"지체장애","경증","충북 청주시 상당구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",54,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",38,"지적장애","중증","충북 청주시 흥덕구","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-01-01",61,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",53,"시각장애","경증","충북 청주시 서원구","경영·행정·사무직",5,"시각장애-경증","01","충북"
"2020-01-01",47,"지체장애","경증","충북 청주시 청원구","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-01-01",41,"지적장애","중증","충북 청주시 서원구","경영·행정·사무직",4,"지적장애-중증","01","충북"
"2020-01-01",40,"지체장애","중증","충북 청주시 서원구","경영·행정·사무직",4,"지체장애-중증","01","충북"
"2020-01-01",28,"지적장애","중증","충북 청주시 상당구","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",28,"청각장애","중증","충북 청주시 상당구","경영·행정·사무직",2,"청각장애-중증","01","충북"
"2020-01-01",50,"지체장애","중증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-중증","01","충북"
"2020-01-01",30,"청각장애","중증","충북 청주시 상당구","경영·행정·사무직",3,"청각장애-중증","01","충북"
"2020-01-01",61,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",31,"청각장애","경증","충북 청주시 상당구","경영·행정·사무직",3,"청각장애-경증","01","충북"
"2020-01-01",54,"지체장애","중증","충북 청주시 상당구","경영·행정·사무직",5,"지체장애-중증","01","충북"
"2020-01-01",37,"지적장애","중증","충북 청주시 청원구","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-09-14",28,"지적장애","중증","충북 청주시","관리직(임원·부서장)",2,"지적장애-중증","09","충북"
"2020-09-14",65,"정신장애","중증","충북 청주시","청소 및 기타 개인서비스직",6,"정신장애-중증","09","충북"
"2020-09-01",63,"지체장애","경증","충북 청주시","청소 및 기타 개인서비스직",6,"지체장애-경증","09","충북"
"2020-09-14",62,"지체장애","중증","충북 청주시","청소 및 기타 개인서비스직",6,"지체장애-중증","09","충북"
"2020-09-14",21,"지적장애","중증","충북 청주시","관리직(임원·부서장)",2,"지적장애-중증","09","충북"
"2020-09-14",23,"지적장애","중증","충북 청주시","관리직(임원·부서장)",2,"지적장애-중증","09","충북"
"2020-09-14",22,"지적장애","중증","충북 청주시","관리직(임원·부서장)",2,"지적장애-중증","09","충북"
"2020-09-14",60,"지적장애","중증","충북 청주시 상당구","청소 및 기타 개인서비스직",6,"지적장애-중증","09","충북"
"2020-01-01",55,"시각장애","경증","충북 청주시 서원구","경영·행정·사무직",5,"시각장애-경증","01","충북"
"2020-01-01",39,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",3,"지체장애-경증","01","충북"
"2020-01-01",47,"지체장애","경증","충북 청주시 상당구","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-01-01",46,"시각장애","중증","충북 청주시 상당구","경영·행정·사무직",4,"시각장애-중증","01","충북"
"2020-01-01",65,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",43,"지체장애","중증","충북 청주시 흥덕구","경영·행정·사무직",4,"지체장애-중증","01","충북"
"2020-01-01",51,"지체장애","경증","충북 청주시 상당구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",38,"지적장애","중증","충북 청주시 청원구","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-01-01",46,"지체장애","중증","충북 청주시 흥덕구","경영·행정·사무직",4,"지체장애-중증","01","충북"
"2020-01-01",52,"지체장애","경증","충북 청주시 청원구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",61,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",59,"지체장애","경증","충북 청주시 상당구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",52,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",35,"지적장애","중증","충북 청주시 청원구","경영·행정·사무직",3,"지적장애-중증","01","충북"
"2020-01-01",20,"지적장애","중증","충북 청주시 상당구","경영·행정·사무직",2,"지적장애-중증","01","충북"
"2020-01-01",43,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-01-01",66,"지체장애","경증","충북 청주시 청원구","경영·행정·사무직",6,"지체장애-경증","01","충북"
"2020-01-01",48,"지체장애","경증","충북 청주시 서원구","경영·행정·사무직",4,"지체장애-경증","01","충북"
"2020-01-01",61,"시각장애","경증","충북 청주시 흥덕구","경영·행정·사무직",6,"시각장애-경증","01","충북"
"2020-01-01",56,"지체장애","경증","충북 청주시 흥덕구","경영·행정·사무직",5,"지체장애-경증","01","충북"
"2020-01-01",34,"정신장애","중증","충북 청주시 서원구","경영·행정·사무직",3,"정신장애-중증","01","충북"
"2020-01-01",23,"시각장애","경증","충북 청주시 청원구","경영·행정·사무직",2,"시각장애-경증","01","충북"
"2020-01-01",32,"지체장애","경증","충북 청주시 청원구","경영·행정·사무직",3,"지체장애-경증","01","충북"
"2020-01-01",33,"시각장애","경증","충북 청주시 흥덕구","경영·행정·사무직",3,"시각장애-경증","01","충북"
"2020-01-01",60,"지체장애","중증","충북 청주시 서원구","경영·행정·사무직",6,"지체장애-중증","01","충북"
"2020-06-08",31,"청각장애","중증","서울 강남구","경영·행정·사무직",3,"청각장애-중증","06","서울"
"2020-04-06",20,"지적장애","중증","서울 강서구","음식 서비스직",2,"지적장애-중증","04","서울"
"2020-01-02",40,"지체장애","중증","강원 원주시","청소 및 기타 개인서비스직",4,"지체장애-중증","01","강원"
"2020-01-01",25,"지적장애","중증","충남 보령시","청소 및 기타 개인서비스직",2,"지적장애-중증","01","충남"
"2020-01-01",22,"지적장애","중증","충남 홍성군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",23,"지적장애","중증","충남 홍성군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",21,"지적장애","중증","충남 홍성군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",26,"지적장애","중증","충남 홍성군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",25,"지적장애","중증","충남 태안군","청소 및 기타 개인서비스직",2,"지적장애-중증","01","충남"
"2020-01-01",36,"지체장애","중증","충남 태안군","경영·행정·사무직",3,"지체장애-중증","01","충남"
"2020-01-01",31,"지적장애","중증","충남 태안군","음식 서비스직",3,"지적장애-중증","01","충남"
"2020-01-01",43,"지적장애","중증","충남 태안군","교육직",4,"지적장애-중증","01","충남"
"2020-01-01",22,"지적장애","중증","충남 태안군","음식 서비스직",2,"지적장애-중증","01","충남"
"2020-01-01",28,"지적장애","중증","충남 태안군","음식 서비스직",2,"지적장애-중증","01","충남"
"2020-01-01",24,"지적장애","중증","충남 태안군","음식 서비스직",2,"지적장애-중증","01","충남"
"2020-01-01",29,"지적장애","중증","충남 태안군","음식 서비스직",2,"지적장애-중증","01","충남"
"2020-01-01",37,"지적장애","중증","충남 태안군","경영·행정·사무직",3,"지적장애-중증","01","충남"
"2020-01-01",27,"지체장애","중증","충남 태안군","청소 및 기타 개인서비스직",2,"지체장애-중증","01","충남"
"2020-01-01",46,"지적장애","중증","충남 태안군","경호·경비직",4,"지적장애-중증","01","충남"
"2020-01-01",28,"지적장애","중증","충남 태안군","미용·예식 서비스직",2,"지적장애-중증","01","충남"
"2020-06-01",22,"지적장애","중증","충남 태안군","청소 및 기타 개인서비스직",2,"지적장애-중증","06","충남"
"2020-01-01",39,"지체장애","중증","충남 태안군","경영·행정·사무직",3,"지체장애-중증","01","충남"
"2020-01-02",22,"지적장애","중증","충남 서산시","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-02",23,"청각장애","경증","충남 서산시","경영·행정·사무직",2,"청각장애-경증","01","충남"
"2020-12-01",25,"지적장애","중증","경기 용인시 기흥구","영업·판매직",2,"지적장애-중증","12","경기"
"2020-01-01",24,"지적장애","중증","강원 횡성군","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",49,"정신장애","중증","강원 횡성군","경영·행정·사무직",4,"정신장애-중증","01","강원"
"2020-01-01",40,"지적장애","중증","강원 횡성군","경영·행정·사무직",4,"지적장애-중증","01","강원"
"2020-01-01",36,"지적장애","중증","강원 횡성군","경영·행정·사무직",3,"지적장애-중증","01","강원"
"2020-01-01",30,"지체장애","중증","강원 횡성군","경영·행정·사무직",3,"지체장애-중증","01","강원"
"2020-01-01",66,"지체장애","중증","강원 횡성군","경영·행정·사무직",6,"지체장애-중증","01","강원"
"2020-01-01",33,"지적장애","중증","강원 횡성군","경영·행정·사무직",3,"지적장애-중증","01","강원"
"2020-01-01",39,"청각장애","중증","강원 횡성군","경영·행정·사무직",3,"청각장애-중증","01","강원"
"2020-03-13",54,"지체장애","경증","강원 영월군","식품 가공·생산직",5,"지체장애-경증","03","강원"
"2020-01-01",28,"지적장애","중증","강원 정선군","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",23,"지적장애","중증","강원 정선군","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",44,"지체장애","중증","강원 정선군","경영·행정·사무직",4,"지체장애-중증","01","강원"
"2020-01-01",56,"정신장애","중증","강원 정선군","경영·행정·사무직",5,"정신장애-중증","01","강원"
"2020-01-01",23,"지적장애","중증","강원 정선군","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",22,"지적장애","중증","강원 정선군","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-01-01",29,"지적장애","중증","강원 정선군","경영·행정·사무직",2,"지적장애-중증","01","강원"
"2020-02-03",25,"지적장애","중증","강원 정선군","경영·행정·사무직",2,"지적장애-중증","02","강원"
"2020-03-02",74,"지체장애","중증","강원 정선군","경영·행정·사무직",7,"지체장애-중증","03","강원"
"2020-03-02",66,"시각장애","중증","강원 정선군","경영·행정·사무직",6,"시각장애-중증","03","강원"
"2020-01-01",36,"지체장애","경증","강원 정선군","경영·행정·사무직",3,"지체장애-경증","01","강원"
"2020-08-01",20,"지적장애","중증","충남 예산군","경영·행정·사무직",2,"지적장애-중증","08","충남"
"2020-01-01",23,"지적장애","중증","충남 예산군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",35,"지적장애","중증","충남 예산군","경영·행정·사무직",3,"지적장애-중증","01","충남"
"2020-01-01",27,"지적장애","중증","충남 예산군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",23,"지적장애","중증","충남 예산군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",60,"청각장애","중증","충남 예산군","경영·행정·사무직",6,"청각장애-중증","01","충남"
"2020-01-01",24,"지적장애","중증","충남 예산군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",64,"지체장애","중증","충남 예산군","경영·행정·사무직",6,"지체장애-중증","01","충남"
"2020-01-01",23,"지적장애","중증","충남 예산군","경영·행정·사무직",2,"지적장애-중증","01","충남"
"2020-01-01",29,"지체장애","중증","충남 예산군","경영·행정·사무직",2,"지체장애-중증","01","충남"
